      lat        lon
  54.5376  -123.8333
  54.5585  -123.8333
  54.5585  -123.8250
  54.5626  -123.8250
  54.5626  -123.8208
  54.5793  -123.8208
  54.5793  -123.8125
  54.5835  -123.8125
  54.5835  -123.7917
  54.5876  -123.7917
  54.5876  -123.7875
  54.5918  -123.7875
  54.5918  -123.7833
  54.5960  -123.7833
  54.5960  -123.7917
  54.6001  -123.7917
  54.6001  -123.8000
  54.6043  -123.8000
  54.6043  -123.7958
  54.6085  -123.7958
  54.6085  -123.7875
  54.6168  -123.7875
  54.6168  -123.7833
  54.6126  -123.7833
  54.6126  -123.7792
  54.6293  -123.7792
  54.6293  -123.7750
  54.6335  -123.7750
  54.6335  -123.7875
  54.6376  -123.7875
  54.6376  -123.7917
  54.6418  -123.7917
  54.6418  -123.7958
  54.6585  -123.7958
  54.6585  -123.8208
  54.6710  -123.8208
  54.6710  -123.8292
  54.6918  -123.8292
  54.6918  -123.8458
  54.6876  -123.8458
  54.6876  -123.8500
  54.6835  -123.8500
  54.6835  -123.8583
  54.6918  -123.8583
  54.6918  -123.8625
  54.7001  -123.8625
  54.7001  -123.8667
  54.7043  -123.8667
  54.7043  -123.8708
  54.7001  -123.8708
  54.7001  -123.8750
  54.7126  -123.8750
  54.7126  -123.8792
  54.7210  -123.8792
  54.7210  -123.8875
  54.7168  -123.8875
  54.7168  -123.9083
  54.7251  -123.9083
  54.7251  -123.9125
  54.7293  -123.9125
  54.7293  -123.9208
  54.7335  -123.9208
  54.7335  -123.9250
  54.7418  -123.9250
  54.7418  -123.9292
  54.7501  -123.9292
  54.7501  -123.9333
  54.7626  -123.9333
  54.7626  -123.9375
  54.7668  -123.9375
  54.7668  -123.9417
  54.8001  -123.9417
  54.8001  -123.9333
  54.8043  -123.9333
  54.8043  -123.9250
  54.8210  -123.9250
  54.8210  -123.9167
  54.8335  -123.9167
  54.8335  -123.9042
  54.8418  -123.9042
  54.8418  -123.9000
  54.8460  -123.9000
  54.8460  -123.8958
  54.8626  -123.8958
  54.8626  -123.9000
  54.8668  -123.9000
  54.8668  -123.9083
  54.8626  -123.9083
  54.8626  -123.9375
  54.8585  -123.9375
  54.8585  -123.9417
  54.8626  -123.9417
  54.8626  -123.9625
  54.8585  -123.9625
  54.8585  -123.9708
  54.8626  -123.9708
  54.8626  -123.9792
  54.8668  -123.9792
  54.8668  -124.0042
  54.8751  -124.0042
  54.8751  -124.0000
  54.8960  -124.0000
  54.8960  -124.0042
  54.9001  -124.0042
  54.9001  -124.0167
  54.9043  -124.0167
  54.9043  -124.0208
  54.9126  -124.0208
  54.9126  -124.0250
  54.9168  -124.0250
  54.9168  -124.0292
  54.9210  -124.0292
  54.9210  -124.0333
  54.9293  -124.0333
  54.9293  -124.0375
  54.9251  -124.0375
  54.9251  -124.0417
  54.9293  -124.0417
  54.9293  -124.0542
  54.9418  -124.0542
  54.9418  -124.0417
  54.9460  -124.0417
  54.9460  -124.0333
  54.9501  -124.0333
  54.9501  -124.0208
  54.9543  -124.0208
  54.9543  -124.0125
  54.9793  -124.0125
  54.9793  -124.0083
  54.9835  -124.0083
  54.9835  -124.0042
  54.9793  -124.0042
  54.9793  -123.9958
  54.9835  -123.9958
  54.9835  -123.9833
  54.9876  -123.9833
  54.9876  -123.9792
  55.0085  -123.9792
  55.0085  -123.9833
  55.0126  -123.9833
  55.0126  -123.9792
  55.0210  -123.9792
  55.0210  -123.9750
  55.0251  -123.9750
  55.0251  -123.9667
  55.0210  -123.9667
  55.0210  -123.9625
  55.0168  -123.9625
  55.0168  -123.9333
  55.0210  -123.9333
  55.0210  -123.9083
  55.0251  -123.9083
  55.0251  -123.9000
  55.0210  -123.9000
  55.0210  -123.8958
  55.0251  -123.8958
  55.0251  -123.8917
  55.0418  -123.8917
  55.0418  -123.8667
  55.0460  -123.8667
  55.0460  -123.8583
  55.0501  -123.8583
  55.0501  -123.8458
  55.0460  -123.8458
  55.0460  -123.8250
  55.0376  -123.8250
  55.0376  -123.8125
  55.0293  -123.8125
  55.0293  -123.8167
  55.0126  -123.8167
  55.0126  -123.8125
  54.9960  -123.8125
  54.9960  -123.7917
  54.9918  -123.7917
  54.9918  -123.7833
  54.9876  -123.7833
  54.9876  -123.7750
  54.9835  -123.7750
  54.9835  -123.7667
  54.9710  -123.7667
  54.9710  -123.7625
  54.9668  -123.7625
  54.9668  -123.7583
  54.9626  -123.7583
  54.9626  -123.7458
  54.9585  -123.7458
  54.9585  -123.7417
  54.9543  -123.7417
  54.9543  -123.7292
  54.9460  -123.7292
  54.9460  -123.7083
  54.9335  -123.7083
  54.9335  -123.7042
  54.9293  -123.7042
  54.9293  -123.6958
  54.9251  -123.6958
  54.9251  -123.6667
  54.9126  -123.6667
  54.9126  -123.6625
  54.9001  -123.6625
  54.9001  -123.6583
  54.8751  -123.6583
  54.8751  -123.6625
  54.8710  -123.6625
  54.8710  -123.6667
  54.8668  -123.6667
  54.8668  -123.6708
  54.8626  -123.6708
  54.8626  -123.6667
  54.8418  -123.6667
  54.8418  -123.6750
  54.8251  -123.6750
  54.8251  -123.6792
  54.8043  -123.6792
  54.8043  -123.6833
  54.8001  -123.6833
  54.8001  -123.6875
  54.7751  -123.6875
  54.7751  -123.6833
  54.7626  -123.6833
  54.7626  -123.6583
  54.7668  -123.6583
  54.7668  -123.6458
  54.7710  -123.6458
  54.7710  -123.6375
  54.7751  -123.6375
  54.7751  -123.6333
  54.7793  -123.6333
  54.7793  -123.6292
  54.7751  -123.6292
  54.7751  -123.6125
  54.7793  -123.6125
  54.7793  -123.6042
  54.7751  -123.6042
  54.7751  -123.6000
  54.7668  -123.6000
  54.7668  -123.5958
  54.7626  -123.5958
  54.7626  -123.5917
  54.7585  -123.5917
  54.7585  -123.5875
  54.7626  -123.5875
  54.7626  -123.5792
  54.7585  -123.5792
  54.7585  -123.5750
  54.7543  -123.5750
  54.7543  -123.5708
  54.7418  -123.5708
  54.7418  -123.5625
  54.7335  -123.5625
  54.7335  -123.5542
  54.7293  -123.5542
  54.7293  -123.5500
  54.7251  -123.5500
  54.7251  -123.5417
  54.7293  -123.5417
  54.7293  -123.5042
  54.7168  -123.5042
  54.7168  -123.4917
  54.7126  -123.4917
  54.7126  -123.4833
  54.7085  -123.4833
  54.7085  -123.4875
  54.7043  -123.4875
  54.7043  -123.4500
  54.7001  -123.4500
  54.7001  -123.4417
  54.6918  -123.4417
  54.6918  -123.4375
  54.6876  -123.4375
  54.6876  -123.4292
  54.6835  -123.4292
  54.6835  -123.4208
  54.6876  -123.4208
  54.6876  -123.4125
  54.6835  -123.4125
  54.6835  -123.4083
  54.6751  -123.4083
  54.6751  -123.4042
  54.6668  -123.4042
  54.6668  -123.4000
  54.6626  -123.4000
  54.6626  -123.3875
  54.6668  -123.3875
  54.6668  -123.3833
  54.6751  -123.3833
  54.6751  -123.3458
  54.6793  -123.3458
  54.6793  -123.3292
  54.6835  -123.3292
  54.6835  -123.3250
  54.6793  -123.3250
  54.6793  -123.3000
  54.6835  -123.3000
  54.6835  -123.2958
  54.6793  -123.2958
  54.6793  -123.2833
  54.6751  -123.2833
  54.6751  -123.2792
  54.6668  -123.2792
  54.6668  -123.2833
  54.6418  -123.2833
  54.6418  -123.2708
  54.6460  -123.2708
  54.6460  -123.2667
  54.6418  -123.2667
  54.6418  -123.2583
  54.6376  -123.2583
  54.6376  -123.2333
  54.6335  -123.2333
  54.6335  -123.2292
  54.6293  -123.2292
  54.6293  -123.2167
  54.6335  -123.2167
  54.6335  -123.2125
  54.6293  -123.2125
  54.6293  -123.2083
  54.6251  -123.2083
  54.6251  -123.2042
  54.6043  -123.2042
  54.6043  -123.1958
  54.6001  -123.1958
  54.6001  -123.1708
  54.5960  -123.1708
  54.5960  -123.1542
  54.6001  -123.1542
  54.6001  -123.1458
  54.5960  -123.1458
  54.5960  -123.1375
  54.5918  -123.1375
  54.5918  -123.0750
  54.6001  -123.0750
  54.6001  -123.0625
  54.6043  -123.0625
  54.6043  -123.0583
  54.6085  -123.0583
  54.6085  -123.0417
  54.6043  -123.0417
  54.6043  -123.0333
  54.6126  -123.0333
  54.6126  -123.0250
  54.6168  -123.0250
  54.6168  -123.0208
  54.6210  -123.0208
  54.6210  -123.0167
  54.6501  -123.0167
  54.6501  -123.0000
  54.6543  -123.0000
  54.6543  -122.9917
  54.6501  -122.9917
  54.6501  -122.9833
  54.6543  -122.9833
  54.6543  -122.9708
  54.6501  -122.9708
  54.6501  -122.9458
  54.6418  -122.9458
  54.6418  -122.9417
  54.6376  -122.9417
  54.6376  -122.9375
  54.6335  -122.9375
  54.6335  -122.9333
  54.6293  -122.9333
  54.6293  -122.9250
  54.6251  -122.9250
  54.6251  -122.9167
  54.6210  -122.9167
  54.6210  -122.9125
  54.6168  -122.9125
  54.6168  -122.9083
  54.6126  -122.9083
  54.6126  -122.9000
  54.6085  -122.9000
  54.6085  -122.9042
  54.6043  -122.9042
  54.6043  -122.9083
  54.5918  -122.9083
  54.5918  -122.9042
  54.5876  -122.9042
  54.5876  -122.8958
  54.5626  -122.8958
  54.5626  -122.9000
  54.5543  -122.9000
  54.5543  -122.8958
  54.5460  -122.8958
  54.5460  -122.8917
  54.5335  -122.8917
  54.5335  -122.8958
  54.5126  -122.8958
  54.5126  -122.8917
  54.5085  -122.8917
  54.5085  -122.8875
  54.5043  -122.8875
  54.5043  -122.8917
  54.4876  -122.8917
  54.4876  -122.9000
  54.4835  -122.9000
  54.4835  -122.9042
  54.4751  -122.9042
  54.4751  -122.9000
  54.4710  -122.9000
  54.4710  -122.8958
  54.4626  -122.8958
  54.4626  -122.9042
  54.4585  -122.9042
  54.4585  -122.9083
  54.4543  -122.9083
  54.4543  -122.9125
  54.4501  -122.9125
  54.4501  -122.9167
  54.4460  -122.9167
  54.4460  -122.9250
  54.4376  -122.9250
  54.4376  -122.9292
  54.4168  -122.9292
  54.4168  -122.9250
  54.4126  -122.9250
  54.4126  -122.9292
  54.4085  -122.9292
  54.4085  -122.9333
  54.4001  -122.9333
  54.4001  -122.9375
  54.3876  -122.9375
  54.3876  -122.9333
  54.3835  -122.9333
  54.3835  -122.9375
  54.3710  -122.9375
  54.3710  -122.9333
  54.3668  -122.9333
  54.3668  -122.9292
  54.3626  -122.9292
  54.3626  -122.9208
  54.3585  -122.9208
  54.3585  -122.9000
  54.3543  -122.9000
  54.3543  -122.8958
  54.3335  -122.8958
  54.3335  -122.8875
  54.3293  -122.8875
  54.3293  -122.8708
  54.3335  -122.8708
  54.3335  -122.8417
  54.3376  -122.8417
  54.3376  -122.8375
  54.3418  -122.8375
  54.3418  -122.8333
  54.3501  -122.8333
  54.3501  -122.8250
  54.3585  -122.8250
  54.3585  -122.8208
  54.3626  -122.8208
  54.3626  -122.8167
  54.3668  -122.8167
  54.3668  -122.8125
  54.3710  -122.8125
  54.3710  -122.8083
  54.3751  -122.8083
  54.3751  -122.8042
  54.3793  -122.8042
  54.3793  -122.7917
  54.3835  -122.7917
  54.3835  -122.7875
  54.3876  -122.7875
  54.3876  -122.7792
  54.3835  -122.7792
  54.3835  -122.7417
  54.3793  -122.7417
  54.3793  -122.7333
  54.3835  -122.7333
  54.3835  -122.7292
  54.3793  -122.7292
  54.3793  -122.7250
  54.3751  -122.7250
  54.3751  -122.7125
  54.3710  -122.7125
  54.3710  -122.7208
  54.3585  -122.7208
  54.3585  -122.7292
  54.3543  -122.7292
  54.3543  -122.7333
  54.3501  -122.7333
  54.3501  -122.7375
  54.3460  -122.7375
  54.3460  -122.7667
  54.3293  -122.7667
  54.3293  -122.7625
  54.3168  -122.7625
  54.3168  -122.7708
  54.3126  -122.7708
  54.3126  -122.7875
  54.3085  -122.7875
  54.3085  -122.7958
  54.3043  -122.7958
  54.3043  -122.8042
  54.3001  -122.8042
  54.3001  -122.8083
  54.2960  -122.8083
  54.2960  -122.8125
  54.2918  -122.8125
  54.2918  -122.8167
  54.2793  -122.8167
  54.2793  -122.7917
  54.2710  -122.7917
  54.2710  -122.7792
  54.2668  -122.7792
  54.2668  -122.7708
  54.2626  -122.7708
  54.2626  -122.7542
  54.2460  -122.7542
  54.2460  -122.7458
  54.2418  -122.7458
  54.2418  -122.7292
  54.2376  -122.7292
  54.2376  -122.7167
  54.2335  -122.7167
  54.2335  -122.7000
  54.2376  -122.7000
  54.2376  -122.6792
  54.2335  -122.6792
  54.2335  -122.6750
  54.2251  -122.6750
  54.2251  -122.6792
  54.2210  -122.6792
  54.2210  -122.6833
  54.2168  -122.6833
  54.2168  -122.6875
  54.2085  -122.6875
  54.2085  -122.6833
  54.2001  -122.6833
  54.2001  -122.6792
  54.1876  -122.6792
  54.1876  -122.6667
  54.1835  -122.6667
  54.1835  -122.6542
  54.1876  -122.6542
  54.1876  -122.6333
  54.1751  -122.6333
  54.1751  -122.6292
  54.1710  -122.6292
  54.1710  -122.6250
  54.1668  -122.6250
  54.1668  -122.6208
  54.1585  -122.6208
  54.1585  -122.6167
  54.1418  -122.6167
  54.1418  -122.6208
  54.1293  -122.6208
  54.1293  -122.6250
  54.1251  -122.6250
  54.1251  -122.6333
  54.1210  -122.6333
  54.1210  -122.6375
  54.1168  -122.6375
  54.1168  -122.6417
  54.1126  -122.6417
  54.1126  -122.6458
  54.1085  -122.6458
  54.1085  -122.6500
  54.1043  -122.6500
  54.1043  -122.6625
  54.0918  -122.6625
  54.0918  -122.6667
  54.0876  -122.6667
  54.0876  -122.6750
  54.0835  -122.6750
  54.0835  -122.6833
  54.0793  -122.6833
  54.0793  -122.6917
  54.0710  -122.6917
  54.0710  -122.7000
  54.0668  -122.7000
  54.0668  -122.7167
  54.0376  -122.7167
  54.0376  -122.7500
  54.0293  -122.7500
  54.0293  -122.7708
  54.0251  -122.7708
  54.0251  -122.7833
  54.0210  -122.7833
  54.0210  -122.7917
  54.0168  -122.7917
  54.0168  -122.7958
  54.0126  -122.7958
  54.0126  -122.8208
  54.0085  -122.8208
  54.0085  -122.8250
  54.0126  -122.8250
  54.0126  -122.8292
  54.0168  -122.8292
  54.0168  -122.8417
  54.0210  -122.8417
  54.0210  -122.8458
  54.0251  -122.8458
  54.0251  -122.8542
  54.0293  -122.8542
  54.0293  -122.8625
  54.0335  -122.8625
  54.0335  -122.8667
  54.0376  -122.8667
  54.0376  -122.8750
  54.0460  -122.8750
  54.0460  -122.8917
  54.0501  -122.8917
  54.0501  -122.8958
  54.0460  -122.8958
  54.0460  -122.9000
  54.0376  -122.9000
  54.0376  -122.9042
  54.0293  -122.9042
  54.0293  -122.9125
  54.0168  -122.9125
  54.0168  -122.9167
  54.0085  -122.9167
  54.0085  -122.9375
  54.0126  -122.9375
  54.0126  -122.9542
  54.0085  -122.9542
  54.0085  -122.9583
  54.0126  -122.9583
  54.0126  -122.9792
  54.0168  -122.9792
  54.0168  -122.9917
  54.0293  -122.9917
  54.0293  -122.9958
  54.0376  -122.9958
  54.0376  -123.0167
  54.0335  -123.0167
  54.0335  -123.0250
  54.0376  -123.0250
  54.0376  -123.0333
  54.0418  -123.0333
  54.0418  -123.0625
  54.0335  -123.0625
  54.0335  -123.0667
  54.0251  -123.0667
  54.0251  -123.0708
  54.0168  -123.0708
  54.0168  -123.0833
  54.0210  -123.0833
  54.0210  -123.0875
  54.0293  -123.0875
  54.0293  -123.0917
  54.0335  -123.0917
  54.0335  -123.1000
  54.0376  -123.1000
  54.0376  -123.1083
  54.0418  -123.1083
  54.0418  -123.1125
  54.0626  -123.1125
  54.0626  -123.1250
  54.0668  -123.1250
  54.0668  -123.1500
  54.0751  -123.1500
  54.0751  -123.1542
  54.0793  -123.1542
  54.0793  -123.1625
  54.0835  -123.1625
  54.0835  -123.1792
  54.0876  -123.1792
  54.0876  -123.1708
  54.0918  -123.1708
  54.0918  -123.1583
  54.0960  -123.1583
  54.0960  -123.1833
  54.1001  -123.1833
  54.1001  -123.1875
  54.1043  -123.1875
  54.1043  -123.1917
  54.1085  -123.1917
  54.1085  -123.1958
  54.1168  -123.1958
  54.1168  -123.1917
  54.1251  -123.1917
  54.1251  -123.2083
  54.1376  -123.2083
  54.1376  -123.2167
  54.1418  -123.2167
  54.1418  -123.2250
  54.1376  -123.2250
  54.1376  -123.2417
  54.1460  -123.2417
  54.1460  -123.2583
  54.1501  -123.2583
  54.1501  -123.2625
  54.1543  -123.2625
  54.1543  -123.2708
  54.1501  -123.2708
  54.1501  -123.2750
  54.1460  -123.2750
  54.1460  -123.2792
  54.1501  -123.2792
  54.1501  -123.2875
  54.1543  -123.2875
  54.1543  -123.2917
  54.1585  -123.2917
  54.1585  -123.2958
  54.1668  -123.2958
  54.1668  -123.3208
  54.1710  -123.3208
  54.1710  -123.3250
  54.1751  -123.3250
  54.1751  -123.3417
  54.1710  -123.3417
  54.1710  -123.3750
  54.1876  -123.3750
  54.1876  -123.3833
  54.1918  -123.3833
  54.1918  -123.3875
  54.2001  -123.3875
  54.2001  -123.3833
  54.2126  -123.3833
  54.2126  -123.3875
  54.2335  -123.3875
  54.2335  -123.3917
  54.2376  -123.3917
  54.2376  -123.4208
  54.2418  -123.4208
  54.2418  -123.4250
  54.2501  -123.4250
  54.2501  -123.4292
  54.2543  -123.4292
  54.2543  -123.4333
  54.2460  -123.4333
  54.2460  -123.4875
  54.2501  -123.4875
  54.2501  -123.4958
